Alignment ID	Average Rt(min)	Average Mz	Metabolite name	Adduct type	Post curation result	Fill %	MS/MS assigned	Reference RT	Reference m/z	Formula	Ontology	INCHIKEY	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	Comment	Manually modified for quantification	Manually modified for annotation	Isotope tracking parent ID	Isotope tracking weight number	Total score	RT similarity	Dot product	Reverse dot product	Fragment presence %	S/N average	Spectrum reference file name	MS1 isotopic spectrum	MS/MS spectrum	HF1_1578259_CP_QC1	HF1_1578259_CP_QC2	HF1_1578259_CP_QC3	HF1_1578259_CP_QC4	HF1_1578259_CP_QC5
1953	4.89	371.10114	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	8.31	HF1_1578259_CP_QC1	371.10114:21445290 372.10449:6935492 373.10785:3790218	62.2629:11358 73.0474:2734736 167.05557:71878 250.96878:47060 283.02948:108016 339.03705:14615	21445290	22244384	19694052	18630438	18342398
1954	8.508	371.1012	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	4.97	HF1_1578259_CP_QC3	371.1012:9765278 372.10455:2906274 373.10791:1647775	91.05784:609429 149.04492:11590 225.04256:13838 283.02704:34866 303.02051:16147	7950432	8179890	9765278	9311832	9214706
1955	5.547	371.10123	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1.84	HF1_1578259_CP_QC3	371.10123:10571858 372.10458:2778754 373.10794:1763443	62.99035:13857 85.02904:16023 103.05464:7701 123.04456:11700 132.0578:15080 149.04482:14862 167.05576:45809 187.07594:28249 209.08008:19662 259.08121:8788 261.09222:16956 266.99887:101372 281.11948:8997 299.02679:34680 321.11456:19963 339.12354:24120 355.06924:456778	11188448	11674294	10571858	10226170	10004045
1956	5.924	371.13367	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	114.71	HF1_1578259_CP_QC1	371.13367:1862874 372.13702:370813 373.14038:339343		1862874	1759688	1965405	1969187	1905028
1957	5.492	371.14838	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	242.36	HF1_1578259_CP_QC4	371.14838:6735498 372.15173:1675254 373.15509:0		6512308	6471139	6536733	6735498	6687091
1958	5.157	371.21756	Unknown	[M+H]+	similar chromatogram in higher mz_2689	0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	95.28	HF1_1578259_CP_QC2	371.21756:657610 372.22091:106673 373.22427:104131		662723	657610	818753	800018	737869
1959	7.132	371.25803	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	47.83	HF1_1578259_CP_QC1	371.25803:1392698 372.26138:457927 373.26474:178547		1392698	670708	913201	812358	854328
1960	1.058	372.94281	Unknown	[M+H]+	found in higher mz's MsMs_2089	0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	44.91	HF1_1578259_CP_QC5	372.94281:580464 373.94616:333605 374.94952:309864		345564	348901	546243	516762	580464
1961	1.328	373.02896	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	66.28	HF1_1578259_CP_QC4	373.02896:758188 374.03231:69921 375.03567:0		853895	790814	730624	758188	707744
1962	1.347	373.09744	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	15.68	HF1_1578259_CP_QC1	373.09744:3385638 374.10079:842786 375.10415:140152		3385638	3516483	3010086	3182278	2855466
1963	5.228	373.13809	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	43.45	HF1_1578259_CP_QC3	373.13809:1180461 374.14144:412993 375.1448:0		831699	709954	1180461	1066445	1045267
1964	5.514	373.18253	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	30.23	HF1_1578259_CP_QC5	373.18253:6481518 374.18588:1181122 375.18924:404814		5046642	5086234	6256222	6383154	6481518
1965	7.391	373.27313	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	92.2	HF1_1578259_CP_QC1	373.27313:1538916 374.27648:0 375.27984:0		1538916	672102	1118279	935885	999589
1966	5.602	374.14432	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	41.41	HF1_1578259_CP_QC1	374.14447:1949483 375.14782:393669 376.15118:110595	55.01839:8793 75.0443:13382 85.029:90638 109.02857:29299 213.03873:6206 288.00751:24748	1949483	1874559	2521054	2346991	2352768
1967	5.332	374.14438	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	31.68	HF1_1578259_CP_QC3	374.14438:1041001 375.14773:424356 376.15109:128329		833012	776102	1041001	842248	849533
1968	1.185	374.80783	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	109743.33	HF1_1578259_CP_QC1	374.80847:5407158 375.81182:397164 376.81518:2854056	73.23238:5952 122.92473:997839	5407158	5330324	5328898	5677825	5691628
1969	1.219	374.93704	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	171.2	HF1_1578259_CP_QC1	374.93704:665969 375.94039:189479 376.94375:558978		665969	617383	623719	558192	644725
1970	5.19	375.09219	Unknown	[M+H]+	found in higher mz's MsMs_2746	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1161.85	HF1_1578259_CP_QC1	375.09229:36793168 376.09564:7019545 377.099:15280029	57.03413:40052 73.04733:31538 87.0083:180902 105.01875:84500 117.01859:38206	36793168	39035208	42019616	37740316	40768136
1971	6.298	375.10742	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	265.98	HF1_1578259_CP_QC1	375.10754:8750418 376.11089:1869547 377.11425:273946	73.04745:8232 127.03902:8354 165.05411:9896 197.05925:12240 269.04501:11177 271.05994:107648 299.05655:9361 314.07809:131515 317.06644:17203 347.11282:6475	8750418	8699318	9984728	9463451	9343940
1972	5.793	375.14368	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	105.71	HF1_1578259_CP_QC1	375.14374:3544830 376.14709:874592 377.15045:403824	67.05476:10222 75.04411:6667 125.0231:6962 127.03884:35104 149.05957:11720 165.05467:14622 189.05408:14303 213.07437:9795 291.08542:12589 301.0705:10764 339.12173:12789	3544830	3401894	4219413	3862060	4159420
1973	5.965	375.20145	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	108.79	HF1_1578259_CP_QC1	375.20142:3479010 376.20477:807325 377.20813:174959	57.07061:8308 75.04395:6207 85.02898:47573 117.07004:11650 123.08031:18135 131.08516:15481 133.10085:22282 171.02853:17575 189.12753:9895 213.07391:9267 303.15906:9710 339.121:8942 357.13251:16983	3479010	3556749	3884807	3751870	3808292
1974	6.545	376.25925	Unknown	[M+H]+	similar chromatogram in higher mz_2196; similar chromatogram in higher mz_3083; similar chromatogram in higher mz_3138; similar chromatogram in higher mz_3093	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	74.39	HF1_1578259_CP_QC1	376.25943:2340078 377.26278:582015 378.26614:0	191.1176:12660 260.15152:10235 275.17535:40747 376.11157:56692	2340078	2485967	3103600	2869659	2944021
1975	11.332	376.29773	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	33.12	HF1_1578259_CP_QC2	376.29785:1295434 377.3012:341102 378.30456:65839	82.5099:5846 220.63373:5799	1298207	1295434	1148685	1267202	1085953
1976	10.488	376.34213	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	38940.01	HF1_1578259_CP_QC1	376.34213:2155679 377.34548:524457 378.34884:0		2155679	1984667	2052300	1809521	1732837
1977	1.185	376.80594	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	39319	HF1_1578259_CP_QC4	376.80594:2106352 377.80929:213865 378.81265:441942		1881548	1915597	1932133	2106352	1994121
1978	6.688	377.08362	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	6.03	HF1_1578259_CP_QC2	377.0842:1367022 378.08755:184804 379.09091:0	127.50155:5485 177.05519:17187 199.03711:11879 376.25964:14815	1560881	1367022	1432607	1537634	1471765
1979	8.635	377.08392	Unknown	[M+H]+		0.8	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	23.13	HF1_1578259_CP_QC1	377.08432:4352906 378.08767:881619 379.09103:118691	113.33518:5880 163.0388:14699 201.03741:11140	4352906	3443048	4680982	5460076	4026006
1980	5.225	377.08432	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	229.28	HF1_1578259_CP_QC1	377.08456:16048759 378.08791:3688929 379.09127:715730	104.1372:5587 163.03934:19422 185.02118:21677 237.76782:6780	16048759	15949424	20279140	17676898	18386888
1981	5.111	377.14133	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	131.51	HF1_1578259_CP_QC1	377.142:6052124 378.14535:1251436 379.14871:1209350	197.07794:8435	6052124	5869440	6800880	6611476	7263069
1982	5.378	377.14545	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	50.25	HF1_1578259_CP_QC1	377.14545:2801889 378.1488:575788 379.15216:426185	85.0648:9231 170.07042:9358 216.07669:74319 359.07626:10179	2801889	2698635	2754434	2589745	2791604
1983	9.424	378.33398	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	10273.88	HF1_1578259_CP_QC4	378.33398:513694 379.33733:121375 380.34069:0		354889	359807	477009	513694	462200
1984	11.699	379.08344	Unknown	[M+H]+		0.2	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	32.74	HF1_1578259_CP_QC4	379.08344:670167 380.08679:127698 381.09015:92639	105.03378:6899 218.00349:11203 248.94714:9000	582016	557353	705784	670167	611100
1985	4.75	379.09982	Unknown	[M+H]+	similar chromatogram in higher mz_2212	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	190.25	HF1_1578259_CP_QC1	379.10022:4342330 380.10357:663251 381.10693:267153	215.67921:5272 216.24728:9989 216.27145:11963 216.73633:4809 223.75124:5075 258.67795:5315	4342330	4340466	4661093	5022354	4347402
1986	5.608	379.1001	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	85.01	HF1_1578259_CP_QC1	379.1001:1726306 380.10345:327376 381.10681:607678	84.08131:9532 283.05838:5669	1726306	1687372	2092700	2070634	2042533
1987	5.329	379.10019	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	64.57	HF1_1578259_CP_QC3	379.10019:1736351 380.10354:436765 381.1069:521706		1376262	1291805	1736351	1469978	1546178
1988	5.981	379.18927	Unknown	[M+H]+	similar chromatogram in higher mz_3047	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	60.28	HF1_1578259_CP_QC1	379.18948:1877447 380.19283:419320 381.19619:471874	67.05481:24494 81.07021:8901 84.04496:111113 105.07004:12711 125.02341:7283 130.04979:18198 161.09959:140212 207.10114:8907 232.13618:44186 361.17664:16455	1877447	1948127	2005168	2000187	2145620
1989	5.252	379.22232	Unknown	[M+H]+	similar chromatogram in higher mz_3196; similar chromatogram in higher mz_2947; similar chromatogram in higher mz_2325	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	201.73	HF1_1578259_CP_QC1	379.22284:6414972 380.22619:1600876 381.22955:203093	83.8839:5831 102.26241:5483 161.05927:8584 201.09116:13421 216.08771:52612 243.13803:12800 286.09323:12768 287.12735:35608 344.18567:8323 379.08334:209554	6414972	6129646	8052346	7997784	8129666
1990	6.219	379.30591	Unknown	[M+H]+	similar chromatogram in higher mz_3099	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	17.91	HF1_1578259_CP_QC5	379.30591:629388 380.30926:116278 381.31262:0	60.05611:34136 67.05452:8435 79.05454:7170 107.08506:9822 130.09695:16038	549894	536274	599958	616018	629388
1991	4.784	380.15506	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	303.42	HF1_1578259_CP_QC1	380.1553:1718316 381.15865:353159 382.16201:79727	68.30994:6163 70.06557:6331 91.0546:11884 137.05963:6180	1718316	1782166	2246227	2005229	1761847
1992	5.772	380.17001	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2128.88	HF1_1578259_CP_QC1	380.17047:11556989 381.17382:2473678 382.17718:478149	82.06556:12485 88.03971:33896 159.07997:8998 181.04945:14300 187.07532:17044 201.09203:16694 216.82013:20806 239.10591:9468 247.09612:69690 272.16434:15295 288.16003:10255 296.11276:129584 301.1431:13892	11556989	12122502	14641641	13996412	14677784
1993	5.469	380.20621	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	228.38	HF1_1578259_CP_QC5	380.20621:1570083 381.20956:412952 382.21292:23676728		904640	1014186	1375468	1441836	1570083
1994	1.21	380.7742	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	42667.61	HF1_1578259_CP_QC3	380.7742:2243812 381.77755:67638 382.78091:1341969		2224850	2006714	2243812	2117402	2074125
1995	0.512	380.82825	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	10333.93	HF1_1578259_CP_QC4	380.82825:516697 381.8316:0 382.83496:0		0	90634	404713	516697	43006
1996	1.238	380.8819	Unknown	[M+H]+		0.6	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	81.25	HF1_1578259_CP_QC4	380.8819:571106 381.88525:164674 382.88861:607869		427291	408251	510831	571106	515935
1997	1.398	381.07874	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	6516.14	HF1_1578259_CP_QC1	381.07895:127602808 382.0823:24415818 383.08566:11488571	67.87928:98643 148.17371:100547 216.99297:252484	127602808	93959840	132804296	92534544	125219472
1998	1.234	381.07916	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	6404.65	HF1_1578259_CP_QC1	381.07916:120758616 382.08251:18848924 383.08587:9112750	95.58247:65533 212.85158:1167836	120758616	119935392	103259056	103333320	105701872
1999	7.302	381.09369	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2084.62	HF1_1578259_CP_QC1	381.09439:33380218 382.09774:7605022 383.1011:1182460	60.90097:14167 215.15247:11818 216.30833:47453	33380218	32767146	37641568	37109224	39313624
2000	5.269	381.11517	Unknown	[M+H]+		0.4	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	60.93	HF1_1578259_CP_QC4	381.11517:855697 382.11852:119240 383.12188:417520		723272	726670	826785	855697	848757
2001	5.454	381.11792	Unknown	[M+H]+	found in higher mz's MsMs_2206	1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	151.19	HF1_1578259_CP_QC2	381.11792:3485888 382.12127:647822 383.12463:2079904		3205454	3485888	3208969	3378655	3419390
2002	10.488	381.2973	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2721.9	HF1_1578259_CP_QC1	381.2973:87337016 382.30065:22458280 383.30401:3006817	102.82567:5926	87337016	76716552	87059960	80322248	77162896
2003	5.526	382.1131	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	693.39	HF1_1578259_CP_QC2	382.1131:3951308 383.11645:759361 384.11981:155212		3676129	3951308	3693552	3831444	3631086
2004	5.052	382.17029	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	94.9	HF1_1578259_CP_QC4	382.17029:1248863 383.17364:233327 384.177:66550		1073217	1119348	1139939	1248863	1193646
2005	5.481	382.19662	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	1551.39	HF1_1578259_CP_QC1	382.19724:15516039 383.20059:3518106 384.20395:857740	70.06577:1276821 81.07065:15263 83.061:54034 94.06577:64633 112.08719:172559 137.05962:27354 154.09767:109542 161.07086:24335 163.05054:110926 179.0699:28688 198.08746:195795 217.15875:42790 254.18684:31466 263.10269:184087 294.21686:29649 320.19708:136615	15516039	16654292	18734282	19537604	20509146
2006	1.21	382.77188	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	15330.96	HF1_1578259_CP_QC3	382.77188:801445 383.77523:0 384.77859:260332		768450	755145	801445	753868	753831
2007	1.063	382.92731	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	24275.65	HF1_1578259_CP_QC1	382.92792:1465169 383.93127:712327 384.93463:947480	105.63976:5223 184.96394:8009 194.94833:16974 217.53738:17993 316.95398:15069 354.93085:29066	1465169	1619170	2170772	2245599	2275377
2008	7.001	383.05243	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	209.28	HF1_1578259_CP_QC1	383.05243:2965861 384.05578:666919 385.05914:0	106.38517:5377	2965861	2856978	2435350	2570493	2639396
2009	5.144	383.13095	Unknown	[M+H]+	similar chromatogram in higher mz_2689	1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	90.45	HF1_1578259_CP_QC1	383.13138:1241118 384.13473:334615 385.13809:90656	58.06558:13368 74.83722:5098 351.12411:7428	1241118	1251052	1452369	1383583	1513593
2010	5.851	383.17007	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	250.37	HF1_1578259_CP_QC1	383.17044:2576497 384.17379:794035 385.17715:199957	55.01844:6588 57.07059:8945 79.05479:16340 87.00845:6301 97.02889:100094 107.08575:39861 119.08572:18607 131.08554:13386 142.07784:6917 159.08116:8643 187.11214:21278 351.08231:6719	2576497	2471918	2803931	2608660	2616730
2011	4.946	383.2178	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	39.18	HF1_1578259_CP_QC1	383.2178:655032 384.22115:199452 385.22451:28429	70.06574:17008 84.08134:220458 214.97151:18366	655032	555139	690797	673051	692080
2012	5.142	383.21786	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	42.96	HF1_1578259_CP_QC2	383.21786:592014 384.22121:118013 385.22457:0		589332	592014	657906	666464	736249
2013	1.245	383.8446	Unknown	[M+H]+		0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	8121.47	HF1_1578259_CP_QC4	383.8446:597675 384.84795:0 385.85131:188043		527283	542923	514278	597675	549924
2014	5.043	384.11496	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	123.34	HF1_1578259_CP_QC1	384.11496:1765630 385.11831:252455 386.12167:64859	85.02887:8921 148.062:37286 234.06284:58527	1765630	1716062	1622414	1592904	1604832
2015	5.529	384.16467	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	299.85	HF1_1578259_CP_QC5	384.16467:6233332 385.16802:1188484 386.17138:595252		5339790	5290900	5991228	5716789	6233332
2016	5.66	384.16495	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	485.7	HF1_1578259_CP_QC1	384.16537:8416973 385.16872:1632776 386.17208:467075	68.05012:490772 80.04979:7789 108.04474:8771 128.07074:93940 173.06007:51996 217.08594:10108 219.06506:42349 278.17459:10443 322.16666:12403	8416973	8486403	9453359	10144803	9522058
2017	9.738	384.20374	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	74.93	HF1_1578259_CP_QC1	384.2041:1181546 385.20745:188681 386.21081:568354	87.47128:6261 170.0112:7951	1181546	1212887	1483808	1261994	1043961
2018	1.061	384.92456	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	22669.84	HF1_1578259_CP_QC5	384.92456:1331687 385.92791:526957 386.93127:362849		899318	891459	1286602	1258392	1331687
2019	5.357	385.05301	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	200.33	HF1_1578259_CP_QC1	385.0531:1970163 386.05645:350244 387.05981:105150	85.02882:5895 103.08735:9257 116.07113:10022 147.04411:17896 167.06961:12994 201.05437:18464	1970163	2164212	2839211	2647390	2649296
2020	4.791	385.1105	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	634.11	HF1_1578259_CP_QC1	385.11063:7863828 386.11398:1562506 387.11734:436695	135.5714:6265 203.05263:166632	7863828	7879918	9035698	8859500	8600464
2021	2.169	386.10776	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	119.78	HF1_1578259_CP_QC3	386.10776:697065 387.11111:171393 388.11447:0	113.59819:4854	662698	649145	697065	672278	683347
2022	5.432	386.1813	Unknown	[M+H]+	similar chromatogram in higher mz_3229; similar chromatogram in higher mz_3231	0.8	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	33.47	HF1_1578259_CP_QC5	386.1813:1000513 387.18465:225105 388.18801:0		765579	655814	857635	953950	1000513
2023	9.749	386.19867	Unknown	[M+H]+		0.2	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	43.37	HF1_1578259_CP_QC3	386.19867:526211 387.20202:247039 388.20538:0		480712	391506	526211	466735	406899
2024	5.815	386.23883	Unknown	[M+H]+	similar chromatogram in higher mz_3158	1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	3311.82	HF1_1578259_CP_QC3	386.23883:864342 387.24218:210320 388.24554:0		618608	620864	864342	834052	816534
2025	5.885	387.06866	Unknown	[M+H]+		1	FALSE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	25.47	HF1_1578259_CP_QC3	387.06866:746592 388.07201:135796 389.07537:0		700654	623858	746592	710204	672740
2026	5.18	387.12833	Unknown	[M+H]+		0.4	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	37.04	HF1_1578259_CP_QC3	387.12833:1120327 388.13168:132833 389.13504:288382	70.06552:14151 83.0131:15390 109.0284:6620 169.01291:17032 207.06511:10306	969541	1005456	1120327	1070294	1120652
2027	5.765	387.1434	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	213.9	HF1_1578259_CP_QC1	387.14398:4876867 388.14733:7698194 389.15069:1754435	79.05482:13881 91.05472:18493 105.07016:12775 122.03649:72476 155.06071:8258 167.07027:104023 203.07062:14985 337.10715:7610 357.13318:115371	4876867	5166311	4967630	5103996	5315708
2028	5.65	387.1434	Unknown	[M+H]+		0.6	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	132.54	HF1_1578259_CP_QC2	387.14401:4448324 388.14736:1052062 389.15072:1324067	79.0546:10658 105.06962:8909 115.05441:7171 125.06013:8074 147.04393:9977 161.05975:7849 207.13766:9773 219.0804:11216 247.07393:15811 264.07715:9684 285.07465:12282 325.10544:8025 337.10403:30293 357.13156:22979	4139322	4448324	4346598	4894468	4575600
2029	6.559	387.17996	Unknown	[M+H]+		1	TRUE	null	null	null	null	null	null	999	FALSE	FALSE	FALSE		FALSE	FALSE	null	null	null	null	null	null	null	2817.7	HF1_1578259_CP_QC1	387.18008:61951688 388.18343:16335024 389.18679:2639508	73.04732:11332 95.04957:28325 103.05468:140786 116.33973:7100	61951688	60741068	72670248	68649976	69295784
